7.641092133981896239e+00,-5.535497640327317059e-01
7.625491345464441295e+00,-5.502303689324514746e-01
7.609974921488179334e+00,-5.468974007645268642e-01
7.594543379149123474e+00,-5.435508506120472205e-01
7.579197236914302138e+00,-5.401907107021511889e-01
7.563937014577383877e+00,-5.368169744261965803e-01
7.548763233213180435e+00,-5.334296363599810853e-01
7.533676415131011161e+00,-5.300286922840073967e-01
7.518677083826927898e+00,-5.266141392037829716e-01
7.503765763934799438e+00,-5.231859753701463278e-01
7.488942981176225366e+00,-5.197442002996117694e-01
7.474209262309299717e+00,-5.162888147947202189e-01
7.459565135076202225e+00,-5.128198209643917149e-01
7.445011128149615409e+00,-5.093372222442642538e-01
7.430547771077957719e+00,-5.058410234170134245e-01
7.416175594229443391e+00,-5.023312306326399579e-01
7.401895128734945928e+00,-4.988078514287153653e-01
7.387706906429670539e+00,-4.952708947505752302e-01
7.373611459793633749e+00,-4.917203709714485504e-01
7.359609321890951961e+00,-4.881562919125118638e-01
7.345701026307920323e+00,-4.845786708628569972e-01
7.331887107089900546e+00,-4.809875225993597292e-01
7.318168098677006128e+00,-4.773828634064382070e-01
7.304544535838588537e+00,-4.737647110956881291e-01
7.291016953606526130e+00,-4.701330850253822025e-01
7.277585887207310478e+00,-4.664880061198213856e-01
7.264251871992950527e+00,-4.628294968885240390e-01
7.251015443370673275e+00,-4.591575814452410476e-01
7.237877136731443173e+00,-4.554722855267812620e-01
7.224837487377301137e+00,-4.517736365116364339e-01
7.211897030447521395e+00,-4.480616634383880470e-01
7.199056300843607481e+00,-4.443363970238857763e-01
7.186315833153115840e+00,-4.405978696811796991e-01
7.173676161572329235e+00,-4.368461155371942684e-01
7.161137819827789741e+00,-4.330811704501277837e-01
7.148701341096684203e+00,-4.293030720265632039e-01
7.136367257926122143e+00,-4.255118596382748142e-01
7.124136102151285677e+00,-4.217075744387159264e-01
7.112008404812486972e+00,-4.178902593791717357e-01
7.099984696071143020e+00,-4.140599592245622351e-01
7.088065505124672150e+00,-4.102167205688795892e-01
7.076251360120338951e+00,-4.063605918502436465e-01
7.064542788068060908e+00,-4.024916233655607689e-01
7.052940314752194517e+00,-3.986098672847690483e-01
7.041444464642320433e+00,-3.947153776646548096e-01
7.030055760803039178e+00,-3.908082104622232489e-01
7.018774724802817389e+00,-3.868884235476091060e-01
7.007601876621885495e+00,-3.829560767165084978e-01
6.996537734559223232e+00,-3.790112317021190336e-01
6.985582815138655199e+00,-3.750539521865685622e-01
6.974737633014069793e+00,-3.710843038118203929e-01
6.964002700873813900e+00,-3.671023541900350073e-01
6.953378529344255377e+00,-3.631081729133762148e-01
6.942865626892574582e+00,-3.591018315632418800e-01
6.932464499728794749e+00,-3.550834037189070092e-01
6.922175651707085819e+00,-3.510529649655612650e-01
6.911999584226382609e+00,-3.470105929017262003e-01
6.901936796130327956e+00,-3.429563671460364449e-01
6.891987783606607465e+00,-3.388903693433704123e-01
6.882153040085674967e+00,-3.348126831703143735e-01
6.872433056138932628e+00,-3.307233943399458531e-01
6.862828319376389707e+00,-3.266225906059221362e-01
6.853339314343838140e+00,-3.225103617658574562e-01
6.843966522419583143e+00,-3.183867996639786480e-01
6.834710421710782136e+00,-3.142519981930406159e-01
6.825571486949410627e+00,-3.101060532954934557e-01
